的	22900677
了	8973264
是	8889392
我	8570074
一	8521435
不	8344766
有	5704528
在	5651173
你	5514875
人	5170816
这	4287572
个	3816069
好	3626487
来	3599234
大	3509745
他	3386456
和	3339310
要	3319241
上	3285962
中	3257658
为	3059791
就	3019608
到	2893159
国	2887624
哈	2854756
们	2761008
会	2718106
以	2627489
说	2615247
么	2566832
生	2525880
也	2515436
地	2317478
可	2306877
对	2288816
发	2267588
出	2243002
时	2187568
没	2164569
年	2154615
子	2116164
能	2110433
那	2103830
还	2090312
过	2068698
得	2068316
看	2060002
下	2047981
都	2045330
学	2031528
去	2030422
天	1993351
多	1992214
家	1882444
作	1866387
用	1860767
着	1855327
自	1732391
啊	1680663
行	1662767
后	1661808
心	1633405
成	1605457
道	1605067
小	1601913
想	1599844
里	1595996
现	1595540
经	1565277
工	1543396
开	1492877
动	1442298
于	1433783
业	1432155
方	1431231
实	1402802
分	1383384
进	1369769
起	1367291
主	1367016
理	1358105
面	1353742
点	1336475
高	1321968
同	1314397
而	1304104
她	1278865
定	1267087
事	1256694
法	1237200
新	1212341
然	1210394
全	1205704
样	1196707
种	1194855
很	1191599
长	1187128
之	1186162
前	1184587
力	1176020
加	1170647
产	1162824
民	1146574
本	1144056
等	1142599
重	1129530
部	1127708
化	1113010
回	1087896
日	1066654
体	1063130
性	1063040
明	1060630
什	1054505
所	1043823
与	1037745
真	1030388
合	1023495
只	1007895
关	1006284
意	1006115
其	996871
吃	972655
从	966015
最	965436
当	961849
机	958418
把	951565
如	946057
知	938649
者	936144
情	927796
水	924367
问	916106
因	911407
展	909912
手	905356
应	905341
无	905318
度	904540
给	904307
制	903999
又	902951
三	901685
间	897447
文	892138
吧	888126
公	883721
建	883070
两	882296
表	875980
十	874649
正	870953
吗	867996
已	866144
老	865593
次	864143
些	861300
头	860660
见	859694
但	857005
外	826599
教	825380
美	814938
市	814725
己	810050
结	806276
量	805768
快	795896
政	795053
别	787312
提	780036
比	778244
社	777306
平	772148
月	770216
话	762819
感	761027
相	759627
觉	757297
内	756014
系	754309
太	754048
爱	752644
安	748866
二	745999
活	734582
电	720965
气	719438
使	719144
特	714454
利	712594
果	712249
儿	708948
西	701573
管	690773
代	689068
设	686807
打	686165
身	681107
通	671493
女	669438
区	668839
第	667813
走	667271
员	665222
做	663693
呢	655755
及	654800
位	654247
各	648318
此	646402
场	645406
向	644724
今	644556
才	641283
并	637438
将	631658
更	629510
强	628669
解	627319
保	627154
题	625627
期	625428
物	624405
放	623925
资	621603
常	620166
被	618916
信	618804
几	618096
少	617005
门	615421
组	613515
计	609035
再	608249
入	600872
怎	600736
总	600052
路	596916
基	594241
变	593998
义	593485
由	591327
口	588350
科	586123
程	583995
目	580982
直	571177
品	570469
先	568877
原	567354
数	565804
务	563608
车	562213
完	560894
治	560178
立	557942
干	557915
记	556865
东	554598
统	551262
报	550790
思	550594
认	548442
接	535021
候	533727
术	533190
求	532734
带	529111
谢	526786
喜	526393
处	525268
改	523560
像	520810
难	520754
受	518340
四	517691
白	513266
反	512225
它	511223
欢	503899
让	503747
党	501494
病	500448
海	498783
早	498124
名	496317
农	493528
件	492477
论	492381
眼	490789
神	488861
色	488430
服	487767
近	484883
声	483533
任	482099
运	481034
该	480348
技	480223
济	480124
持	479923
质	478647
听	478524
金	478267
世	477316
万	475413
或	474723
晚	470795
每	470245
育	469409
调	469206
共	468950
啦	468619
导	468009
北	466707
山	462445
书	457579
斯	456495
边	455119
式	455026
增	452340
条	452227
形	452064
流	450291
南	448556
指	447911
马	447089
风	446807
决	446025
友	445873
哪	443680
乐	442799
五	442791
光	442771
研	440533
院	438359
交	437973
呀	437929
必	435404
达	433661
住	432077
战	428132
规	426650
级	426035
办	424373
收	423329
领	423161
步	421855
深	419219
取	417754
单	415632
师	412196
张	410389
造	409131
花	407954
睡	406372
尔	406202
界	405995
效	405374
命	405337
确	402745
军	400724
据	399755
企	397279
拉	395904
亲	395799
例	395175
转	392386
识	392072
越	391285
队	391261
清	389743
传	386998
非	386245
较	386098
找	385530
影	383932
准	383701
标	383452
死	382850
联	382100
节	381915
克	381782
跟	378589
观	378287
便	377785
望	375448
究	373934
德	372220
华	371356
广	369976
至	366959
照	365817
买	365522
线	365126
切	365084
热	364936
笑	364641
委	363154
