的	19612774
是	10906495
一	9206925
不	8654427
我	7184509
有	5943526
个	5420669
这	4660570
人	4629727
在	4378562
了	3992549
就	3939296
你	3270508
大	3265812
要	2833879
以	2801477
来	2733175
为	2681814
上	2664888
都	2628003
时	2515550
也	2502670
到	2494292
说	2347011
自	2323204
能	2314264
没	2298066
可	2226924
看	2225777
很	2211122
会	2210387
他	2195339
么	2180962
多	2119344
和	2074657
好	2071856
学	2007249
还	1959975
中	1890003
对	1858516
得	1843323
后	1839617
过	1786093
们	1778116
那	1748111
生	1688347
国	1672154
出	1629530
下	1620745
然	1582793
家	1520836
年	1514514
如	1494400
小	1453425
问	1440164
想	1439226
本	1417961
但	1394613
而	1358276
用	1356481
最	1337701
去	1337547
于	1316988
所	1306998
实	1299571
子	1296533
己	1284362
现	1270098
天	1265487
里	1238051
之	1236622
什	1228372
发	1220450
经	1219164
只	1212525
分	1207825
比	1195120
其	1150515
前	1147284
面	1142974
当	1137770
开	1124168
主	1123676
因	1115140
成	1112840
种	1087486
作	1086340
地	1082628
方	1082220
心	1052757
点	1036364
觉	1021478
做	1012317
些	1010282
真	1003504
果	997118
着	990347
高	987300
回	958027
答	956582
无	949881
知	949167
事	944850
题	943843
同	934499
理	927206
道	913002
定	901006
感	878477
样	866446
被	848309
女	848132
几	839464
情	837129
意	835849
业	835612
起	833965
从	833681
老	828887
行	824601
别	818386
给	800040
两	794933
手	780963
体	768379
三	767924
更	757131
工	755944
关	741711
文	737933
常	734907
法	728136
第	727290
正	726504
她	725404
公	714734
者	709323
动	707619
打	700668
性	699808
相	699139
身	696676
全	694779
直	694653
机	688929
候	686866
力	678520
把	676618
次	674423
太	669999
美	665219
部	665035
明	664735
间	643792
重	634193
电	627209
让	625144
先	617817
内	612905
外	611015
长	597350
应	588725
度	581540
男	576689
新	574464
再	573231
喜	567429
或	562619
每	561355
数	559955
爱	556934
基	552568
友	550476
认	549466
进	547994
考	546182
原	544394
完	543918
少	542145
并	540076
日	538194
接	530470
合	529928
加	528874
解	527279
结	523254
等	522325
二	520453
已	519688
非	519568
特	518628
话	515158
欢	502967
又	500491
论	498640
社	497721
吃	497143
东	495526
提	494388
名	489829
通	487679
算	484394
才	483812
信	483401
平	475465
十	475043
怎	473148
代	472276
该	470295
水	469405
跟	466738
单	464886
表	462901
区	461361
各	458772
教	458473
入	453286
与	452309
目	447257
反	446553
需	439552
较	436675
活	435062
位	434949
头	433678
见	432698
产	430832
且	430292
买	429619
像	429315
西	424832
至	423713
网	423014
类	419675
朋	419668
世	416233
量	414601
放	414446
何	409802
系	404642
找	402716
始	400434
车	399903
写	398484
化	398342
科	395682
期	394750
专	394514
影	391991
场	391166
首	389597
品	389132
师	388123
总	387616
计	386932
物	386420
变	380300
选	374505
受	370180
语	367589
民	367267
程	363968
资	363633
白	362534
难	362116
带	360416
件	360117
图	359372
利	354438
记	352840
思	351138
听	350813
清	349225
书	349039
制	348320
观	348224
越	347926
口	346418
门	346008
视	344510
此	343490
路	343231
确	343046
价	341934
安	341781
气	340087
孩	339945
简	339780
保	339737
强	337499
习	334837
游	334723
交	333910
玩	333694
边	329570
市	327572
神	326250
眼	325157
流	323013
设	322995
建	319019
校	317533
走	316591
月	316389
谢	315145
容	314008
金	313924
格	313099
使	312136
任	310915
必	310684
微	309086
四	308810
读	306929
刚	306900
界	305679
钱	305019
死	302507
风	302124
今	298958
儿	297192
妈	296645
推	296574
处	296094
战	294641
请	294153
收	293753
哪	293619
百	292856
海	292241
万	291405
及	290105
管	289671
它	289437
质	288633
整	287876
张	287530
拿	283520
医	282839
历	281950
便	281584
干	280495
试	280232
司	279188
传	279158
技	278964
北	278780
某	278713
英	278288
级	277180
哈	276954
马	276715
字	276491
片	274798
求	271853
色	271725
导	271336
识	271096
由	270949
花	270636
向	270178
包	270090
黑	269054
差	268884
注	267680
服	267062
根	266871
术	265557
台	264470
评	264025
线	262624
音	262243
讲	261916
政	261495
式	261426
深	260533
毕	260000
条	259194
运	257236
半	257181
持	256675
近	256483
光	256025
商	255049
照	254918
转	254589
指	254317
乐	253916
早	253785
快	253401
复	253016
五	252527
空	252154
员	251837
精	249328
虽	248711
段	248509
改	246313
易	246178
义	244965
望	244898
装	244846
案	244822
据	244400
够	243422
统	243372
决	241690
立	241542
般	241229
房	238891
拉	235597
住	234017
周	233606
初	233134
亲	231707
言	231678
标	231464
概	231174
演	230911
斯	230541
叫	230285
往	230132
存	230065
将	229948
满	229671
准	228389
节	228140
告	227771
研	226327
超	225893
联	225813
普	224103
绝	223865
球	222948
军	222655
优	222612
角	222211
除	221461
离	220351
城	219941
南	216501
证	216055
错	215988
句	215729
形	214885
远	214854
随	214435
功	213545
许	213496
务	212832
费	212641
达	210411
画	210389
却	208287
另	206120
故	205174
广	205130
造	204104
脑	203854
具	203565
德	203503
戏	203241
王	202134
调	201334
底	200902
值	199635
低	199496
希	199012
晚	198701
热	198590
参	198133
极	197610
未	197220
众	196350
失	196336
即	196072
规	195969
轻	194482
母	194360
